tstamp,size,time,content,sender,receiver,resp_time
2018-12-25T01:15:00,15,2019-10-16T01:15:00,[CAMBIO ASUNTO],,,0
2018-12-25T01:20:00,15,2019-10-16T01:20:00,[CAMBIO ASUNTO],,,0
2018-12-25T01:20:00,15,2019-10-16T01:20:00,[CAMBIO ASUNTO],,,0
2018-12-25T01:21:00,15,2019-10-16T01:21:00,[CAMBIO ASUNTO],,,0
2018-12-25T01:21:00,15,2019-10-16T01:21:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:10:00,15,2019-10-16T13:10:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:33:00,15,2019-10-16T13:33:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:43:00,15,2019-10-16T13:43:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:45:00,15,2019-10-16T13:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:45:00,15,2019-10-16T13:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:47:00,15,2019-10-16T13:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:47:00,15,2019-10-16T13:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:47:00,15,2019-10-16T13:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T13:47:00,15,2019-10-16T13:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:05:00,15,2019-10-16T14:05:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:06:00,15,2019-10-16T14:06:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:07:00,15,2019-10-16T14:07:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:07:00,15,2019-10-16T14:07:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:07:00,15,2019-10-16T14:07:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:08:00,15,2019-10-16T14:08:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:09:00,15,2019-10-16T14:09:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:10:00,15,2019-10-16T14:10:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:10:00,15,2019-10-16T14:10:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:10:00,15,2019-10-16T14:10:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:38:00,15,2019-10-16T14:38:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:39:00,15,2019-10-16T14:39:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:39:00,15,2019-10-16T14:39:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:39:00,15,2019-10-16T14:39:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:39:00,15,2019-10-16T14:39:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:39:00,15,2019-10-16T14:39:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:40:00,15,2019-10-16T14:40:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:40:00,15,2019-10-16T14:40:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:41:00,15,2019-10-16T14:41:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:41:00,15,2019-10-16T14:41:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:42:00,15,2019-10-16T14:42:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:43:00,15,2019-10-16T14:43:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:43:00,15,2019-10-16T14:43:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:43:00,15,2019-10-16T14:43:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:44:00,15,2019-10-16T14:44:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:45:00,15,2019-10-16T14:45:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:46:00,15,2019-10-16T14:46:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:46:00,15,2019-10-16T14:46:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:46:00,15,2019-10-16T14:46:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:46:00,15,2019-10-16T14:46:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:46:00,15,2019-10-16T14:46:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:47:00,15,2019-10-16T14:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:51:00,15,2019-10-16T14:51:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:51:00,15,2019-10-16T14:51:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T14:55:00,15,2019-10-16T14:55:00,[CAMBIO ASUNTO],,,0
2018-12-25T15:01:00,15,2019-10-16T15:01:00,[CAMBIO ASUNTO],,,0
2018-12-25T15:07:00,15,2019-10-16T15:07:00,[CAMBIO ASUNTO],,,0
2018-12-25T15:51:00,15,2019-10-16T15:51:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:12:00,15,2019-10-16T16:12:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:13:00,15,2019-10-16T16:13:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:14:00,15,2019-10-16T16:14:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:17:00,15,2019-10-16T16:17:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:20:00,15,2019-10-16T16:20:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:44:00,15,2019-10-16T16:44:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:47:00,15,2019-10-16T16:47:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:48:00,15,2019-10-16T16:48:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:48:00,15,2019-10-16T16:48:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-12-25T16:50:00,15,2019-10-16T16:50:00,[CAMBIO ASUNTO],,,0
2018-12-25T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-12-25T17:14:00,15,2019-10-16T17:14:00,[CAMBIO ASUNTO],,,0
2018-12-25T17:16:00,15,2019-10-16T17:16:00,[CAMBIO ASUNTO],,,0
2018-12-25T17:16:00,15,2019-10-16T17:16:00,[CAMBIO ASUNTO],,,0
2018-12-25T17:19:00,15,2019-10-16T17:19:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:09:00,15,2019-10-16T18:09:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:09:00,15,2019-10-16T18:09:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:31:00,15,2019-10-16T18:31:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:31:00,15,2019-10-16T18:31:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:31:00,15,2019-10-16T18:31:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:33:00,15,2019-10-16T18:33:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:33:00,15,2019-10-16T18:33:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:33:00,15,2019-10-16T18:33:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:34:00,15,2019-10-16T18:34:00,[CAMBIO ASUNTO],,,0
2018-12-25T18:35:00,15,2019-10-16T18:35:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:35:00,15,2019-10-16T14:35:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:36:00,15,2019-10-16T14:36:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:36:00,15,2019-10-16T14:36:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:37:00,15,2019-10-16T14:37:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:38:00,15,2019-10-16T14:38:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:40:00,15,2019-10-16T14:40:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:40:00,15,2019-10-16T14:40:00,[CAMBIO ASUNTO],,,0
2018-12-26T14:40:00,15,2019-10-16T14:40:00,[CAMBIO ASUNTO],,,0
2018-12-26T15:05:00,15,2019-10-16T15:05:00,[CAMBIO ASUNTO],,,0
2018-12-26T15:11:00,15,2019-10-16T15:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T15:23:00,15,2019-10-16T15:23:00,[CAMBIO ASUNTO],,,0
2018-12-26T16:43:00,15,2019-10-16T16:43:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:28:00,15,2019-10-16T17:28:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:28:00,15,2019-10-16T17:28:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:30:00,15,2019-10-16T17:30:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:30:00,15,2019-10-16T17:30:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:33:00,15,2019-10-16T17:33:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:33:00,15,2019-10-16T17:33:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:34:00,15,2019-10-16T17:34:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:34:00,15,2019-10-16T17:34:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:34:00,15,2019-10-16T17:34:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:37:00,15,2019-10-16T17:37:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:37:00,15,2019-10-16T17:37:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:41:00,15,2019-10-16T17:41:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:41:00,15,2019-10-16T17:41:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:41:00,15,2019-10-16T17:41:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:44:00,15,2019-10-16T17:44:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:45:00,15,2019-10-16T17:45:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:45:00,15,2019-10-16T17:45:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:46:00,15,2019-10-16T17:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:46:00,15,2019-10-16T17:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:46:00,15,2019-10-16T17:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:46:00,15,2019-10-16T17:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:46:00,15,2019-10-16T17:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:49:00,15,2019-10-16T17:49:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:49:00,15,2019-10-16T17:49:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:52:00,15,2019-10-16T17:52:00,[CAMBIO ASUNTO],,,0
2018-12-26T17:53:00,15,2019-10-16T17:53:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:00:00,15,2019-10-16T18:00:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:04:00,15,2019-10-16T18:04:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:05:00,15,2019-10-16T18:05:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:05:00,15,2019-10-16T18:05:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:05:00,15,2019-10-16T18:05:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:05:00,15,2019-10-16T18:05:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:07:00,15,2019-10-16T18:07:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:13:00,15,2019-10-16T18:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:13:00,15,2019-10-16T18:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:15:00,15,2019-10-16T18:15:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:15:00,15,2019-10-16T18:15:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:15:00,15,2019-10-16T18:15:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:16:00,15,2019-10-16T18:16:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:19:00,15,2019-10-16T18:19:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:20:00,15,2019-10-16T18:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:20:00,15,2019-10-16T18:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:21:00,15,2019-10-16T18:21:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:21:00,15,2019-10-16T18:21:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:22:00,15,2019-10-16T18:22:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:25:00,15,2019-10-16T18:25:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:25:00,15,2019-10-16T18:25:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:26:00,15,2019-10-16T18:26:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:26:00,15,2019-10-16T18:26:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:26:00,15,2019-10-16T18:26:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:26:00,15,2019-10-16T18:26:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:27:00,15,2019-10-16T18:27:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:27:00,15,2019-10-16T18:27:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:27:00,15,2019-10-16T18:27:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:27:00,15,2019-10-16T18:27:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:28:00,15,2019-10-16T18:28:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:29:00,15,2019-10-16T18:29:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:29:00,15,2019-10-16T18:29:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:29:00,15,2019-10-16T18:29:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:29:00,15,2019-10-16T18:29:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:34:00,15,2019-10-16T18:34:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:42:00,15,2019-10-16T18:42:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:42:00,15,2019-10-16T18:42:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:43:00,15,2019-10-16T18:43:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:47:00,15,2019-10-16T18:47:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:47:00,15,2019-10-16T18:47:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:48:00,15,2019-10-16T18:48:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:52:00,15,2019-10-16T18:52:00,[CAMBIO ASUNTO],,,0
2018-12-26T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:11:00,15,2019-10-16T19:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:11:00,15,2019-10-16T19:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:11:00,15,2019-10-16T19:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:13:00,15,2019-10-16T19:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:13:00,15,2019-10-16T19:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:13:00,15,2019-10-16T19:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:13:00,15,2019-10-16T19:13:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:14:00,15,2019-10-16T19:14:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:14:00,15,2019-10-16T19:14:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:14:00,15,2019-10-16T19:14:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:15:00,15,2019-10-16T19:15:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:15:00,15,2019-10-16T19:15:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:16:00,15,2019-10-16T19:16:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:21:00,15,2019-10-16T19:21:00,[CAMBIO ASUNTO],,,0
2018-12-26T19:32:00,15,2019-10-16T19:32:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:10:00,15,2019-10-16T20:10:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:11:00,15,2019-10-16T20:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:11:00,15,2019-10-16T20:11:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:14:00,15,2019-10-16T20:14:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:22:00,15,2019-10-16T20:22:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:42:00,15,2019-10-16T20:42:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:42:00,15,2019-10-16T20:42:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:43:00,15,2019-10-16T20:43:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:43:00,15,2019-10-16T20:43:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:43:00,15,2019-10-16T20:43:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:44:00,15,2019-10-16T20:44:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:44:00,15,2019-10-16T20:44:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:44:00,15,2019-10-16T20:44:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:46:00,15,2019-10-16T20:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T20:46:00,15,2019-10-16T20:46:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:02:00,15,2019-10-16T23:02:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:02:00,15,2019-10-16T23:02:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:02:00,15,2019-10-16T23:02:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:03:00,15,2019-10-16T23:03:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:19:00,15,2019-10-16T23:19:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:19:00,15,2019-10-16T23:19:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:19:00,15,2019-10-16T23:19:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:20:00,15,2019-10-16T23:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:20:00,15,2019-10-16T23:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:20:00,15,2019-10-16T23:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:20:00,15,2019-10-16T23:20:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:21:00,15,2019-10-16T23:21:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:57:00,15,2019-10-16T23:57:00,[CAMBIO ASUNTO],,,0
2018-12-26T23:57:00,15,2019-10-16T23:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T10:40:00,15,2019-10-16T10:40:00,[CAMBIO ASUNTO],,,0
2018-12-27T10:41:00,15,2019-10-16T10:41:00,[CAMBIO ASUNTO],,,0
2018-12-27T11:21:00,15,2019-10-16T11:21:00,[CAMBIO ASUNTO],,,0
2018-12-27T11:23:00,15,2019-10-16T11:23:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:47:00,15,2019-10-16T12:47:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:47:00,15,2019-10-16T12:47:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:48:00,15,2019-10-16T12:48:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:48:00,15,2019-10-16T12:48:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:48:00,15,2019-10-16T12:48:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:56:00,15,2019-10-16T12:56:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:57:00,15,2019-10-16T12:57:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:58:00,15,2019-10-16T12:58:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T12:59:00,15,2019-10-16T12:59:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:00:00,15,2019-10-16T13:00:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:01:00,15,2019-10-16T13:01:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:01:00,15,2019-10-16T13:01:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:01:00,15,2019-10-16T13:01:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:01:00,15,2019-10-16T13:01:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:01:00,15,2019-10-16T13:01:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:02:00,15,2019-10-16T13:02:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:03:00,15,2019-10-16T13:03:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:04:00,15,2019-10-16T13:04:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:05:00,15,2019-10-16T13:05:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:05:00,15,2019-10-16T13:05:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:06:00,15,2019-10-16T13:06:00,[CAMBIO ASUNTO],,,0
2018-12-27T13:07:00,15,2019-10-16T13:07:00,[CAMBIO ASUNTO],,,0
2018-12-27T18:09:00,15,2019-10-16T18:09:00,[CAMBIO ASUNTO],,,0
2018-12-27T18:09:00,15,2019-10-16T18:09:00,[CAMBIO ASUNTO],,,0
2018-12-27T18:10:00,15,2019-10-16T18:10:00,[CAMBIO ASUNTO],,,0
2018-12-27T18:10:00,15,2019-10-16T18:10:00,[CAMBIO ASUNTO],,,0
